original_language,original_title,overview,popularity,release_date,vote_average,vote_count,movie,year,status
ko,수상한 그녀,An unappreciated old granny magically turns 20 years old again and decides to make the most of her newfound youth.,6.975,2014-01-22,7.272,92.0,Miss Granny,2014,original
fr,La Sirène du Mississipi,A man orders a mail-order bride but receives instead a con woman.,6.871,1969-06-18,6.619,168.0,Mississippi Mermaid,1969,original
en,The Magnificent Fraud,A Chicago con man pays an actor to pose as a slain South American dictator.,0.63,1939-07-19,0.0,0.0,The Magnificent Fraud,1939,original
en,The More the Merrier,"It's World War II and there is a severe housing shortage everywhere - especially in Washington, D.C. where Connie Milligan rents an apartment. Believing it to be her patriotic duty, Connie offers to sublet half of her apartment, fully expecting a suitable female tenent. What she gets instead is mischievous, middle-aged Benjamin Dingle. Dingle talks her into subletting to him and then promptly sublets half of his half to young, irreverent Joe Carter - creating a situation tailor-made for comedy and romance.",5.793,1943-05-13,6.862,65.0,The More the Merrier,1943,original
de,Bella Martha,"Martha is a single woman who lives for one passion: cooking. The head chef at a chic restaurant, Martha has no time for anything - or anyone - else. But Martha's solitary life is shaken when a fateful accident brings her sister's eight-year-old daughter, Lina, to her doorstep.",6.068,2001-09-09,6.69,84.0,Mostly Martha,2001,original
en,Mother's Day,"Three girls discover that two men are willing to do anything to impress Mother and what impresses Mother is watching her sons commit acts of rape and murder. Now these women are prisoners and lowered to pawns in the game of checkers between two dim wits and their Maniac Mommy and the question becomes, can any of them escape, alive?",8.029,1980-09-19,5.653,101.0,Mother's Day,1980,original
en,Mr. Blandings Builds His Dream House,"An advertising executive dreams of getting out of the city and building a perfect home in the country, only to find the transition fraught with problems.",6.186,1948-03-25,7.0,157.0,Mr. Blandings Builds His Dream House,1948,original
en,Mr. Deeds Goes to Town,"Longfellow Deeds lives in a small town, leading a small town kind of life. When a relative dies and leaves Deeds a fortune, Longfellow moves to the big city where he becomes an instant target for everyone. Deeds outwits them all until Babe Bennett comes along. When small-town boy meets big-city girl anything can, and does, happen.",8.52,1936-04-09,7.5,284.0,Mr. Deeds Goes to Town,1936,original
en,Mr. Smith Goes to Washington,"Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed to the United States Senate by the puppet governor of his state. He soon discovers, upon going to Washington, many shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss.",11.616,1939-10-19,7.912,885.0,Mr. Smith Goes to Washington,1939,original
en,Mulan,"To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.",67.795,1998-06-18,7.917,8685.0,Mulan,1998,original
en,The Mummy,An ancient Egyptian priest named Imhotep is revived when an archaeological expedition finds his mummy and one of the archaeologists accidentally reads an ancient life-giving spell. Imhotep escapes from the field site and searches for the reincarnation of the soul of his lover.,8.446,1932-01-01,6.83,514.0,The Mummy,1932,original
hi,मुन्ना भाई एम बी बी एस,A gangster sets out to fulfill his father's dream of becoming a doctor.,7.82,2003-12-19,7.171,245.0,Munna Bhai M.B.B.S.,2003,original
en,Murder!,"When a woman is convicted of murder, one of the jurors selected to serve on the murder-trial jury believes the accused, an aspiring actress, is innocent of the crime and takes it upon himself to apprehend the real killer.",5.723,1930-07-31,5.939,106.0,Murder!,1930,original
en,The Music Man,"A con man comes to an Iowa town with a scam using a boy's marching band program, but things don't go according to plan.",10.243,1962-06-19,7.188,149.0,The Music Man,1962,original
en,My Bloody Valentine,"Twenty years ago in the sleepy mining town of Valentine Bluffs, a fatal mining disaster occurred on Valentine's Day while some of the crew was decorating for a party. The sole survivor of the accident killed the remaining crewmembers and warned the town not to celebrate Valentine's Day again. When a group of teenagers decides to defy that order, a murderous maniac in mining gear begins dispatching townsfolk in bloody and creative ways.",9.386,1981-02-11,6.497,382.0,My Bloody Valentine,1981,original
fr,"Mon père, ce héros","Veronique, living with her divorced mother, is going on holiday to Mauritius with her father. To impress a local boy, Benjamin, she manages to complicate the situation by making up stories about her father. She presents him as her lover, a mercenary and even a secret agent which gets her into trouble and then her father has to start playing along...",6.427,1991-10-23,5.5,114.0,My Father the Hero,1991,original
en,My Favorite Wife,"Seven years after a shipwreck in which she was presumed dead, Ellen Arden arrives home to find that her husband Nick has just remarried. The overjoyed Nick struggles to break the news to his new bride. But he gets a shock when he hears the whole story: Ellen spent those seven years alone on a desert island with another man.",10.527,1940-05-17,7.0,127.0,My Favorite Wife,1940,original
en,My Little Pony: Equestria Girls,"Via a magic mirror, Twilight Sparkle travels into an alternate universe in order to recover a crown that was stolen from the Crystal Empire. Upon her arrival she is horrified to learn that she has turned into a human.",15.994,2013-06-16,7.334,208.0,My Little Pony: Equestria Girls,2013,original
en,My Little Pony: The Movie,"The first day of Spring is on its way and the Little Ponies are preparing for it with a big festival. But all the fun may come to an end if the witch Hydia has her way! Can the Ponies defeat Hydia and her evil daughters, Reeka and Draggle? More importantly, can they save Ponyland from the witches’ concoction, the strange purple goo called Smooze, that’s threatening to bury the whole town?",7.149,1986-06-06,6.186,58.0,My Little Pony: The Movie,1986,original
en,My Man Godfrey,"Fifth Avenue socialite Irene Bullock needs a ""forgotten man"" to win a scavenger hunt, and no one is more forgotten than Godfrey Park, who resides in a dump by the East River. Irene hires Godfrey as a servant for her riotously unhinged family, to the chagrin of her spoiled sister, Cornelia, who tries her best to get Godfrey fired. As Irene falls for her new butler, Godfrey turns the tables and teaches the frivolous Bullocks a lesson or two.",8.862,1936-09-02,7.559,286.0,My Man Godfrey,1936,original
en,My Name Is Julia Ross,A woman finds herself entrenched in a murder cover-up when she goes to work for a wealthy widow.,4.41,1945-11-08,6.808,52.0,My Name Is Julia Ross,1945,original
en,My Sister Eileen,"Sisters Ruth and Eileen Sherwood move from Ohio to New York in the hopes of building their careers. Ruth wants to get a job as a writer, while Eileen hopes to succeed on the stage. The two end up living in a dismal basement apartment in Greenwich Village, where a parade of odd characters are constantly breezing in and out. The women also meet up with magazine editor Bob Baker, who takes a personal interest in helping both with their career plans.",2.736,1942-09-24,6.722,18.0,My Sister Eileen,1942,original
en,Mystery of the Wax Museum,The disappearance of people and corpses leads a reporter to a wax museum and a sinister sculptor.,5.192,1933-02-18,6.59,106.0,Mystery of the Wax Museum,1933,original
,,,,,,,Naukar Wohti Da,1974,original
ta,நாடோடிகள்,A group of friends fight tooth and nail to unite two lovers but are dejected by a later turn of events.,1.151,2009-06-26,7.667,9.0,Naadodigal,2009,original
fr,Nathalie...,"Paris doctor Catherine starts to think her husband, Bernard, is having an affair when she hears an unfamiliar woman's message on his voice mail. Hoping to learn more about his extramarital activities, Catherine heads to a strip club, where she hires call girl Nathalie to have a fling with Gerard. As the affair progresses, Nathalie gives Catherine regular status reports, and the relationship between the women evolves from business to personal.",6.673,2003-09-11,5.7,57.0,Nathalie...,2003,original
da,Nattevagten,"In order to finance his law studies, Martin starts as a night watchman in a mortuary. When the victims of a serial killer of prostitutes are deposited there, scary things begin to happen. Therefore and because of a strange bet with his fellow student Jens, the police begins to think he is the murderer. Police detective Wormer wants to help him but Martin is more and more suspected.",10.838,1994-02-25,6.943,211.0,Nightwatch,1994,original
fr,Neuf mois,"Samuel est psychanalyste. Toute la journée, il voit des patients exprimer des griefs, en particulier des adolescents rebelles qui méprisent leurs parents. Cette situation l'a conduit à voir d'un mauvais œil l'idée de sa paternité. C'est alors que sa compagne Mathilde lui annonce qu'elle est enceinte. Terrifié par l'idée, Samuel vit les neuf mois de grossesse de Mathilde plutôt comme un cauchemar, et les conseils de son ami Marc, homme à femmes mais célibataire endurci, n'arrangent rien à son angoisse. De leur côté, Georges et Dominique, la sœur de Marc, déjà parents de trois filles, affrontent sans inquiétude la quatrième grossesse de Dominique. L'expérience des uns va finalement avoir raison des appréhensions des autres, et entre les deux couples vont se tisser de solides nœuds d'amitié.",2.472,1994-02-02,5.8,28.0,Neuf mois,1994,original
en,Night and the City,"Londoner Harry Fabian is a second-rate con man looking for an angle. After years of putting up with Harry's schemes, his girlfriend, Mary, becomes fed up when he taps her for yet another loan.",6.739,1950-06-15,7.533,215.0,Night and the City,1950,original
en,Night Must Fall,"Wealthy widow Mrs. Bramson notices that her maid is distracted, and when she learns the girl's fiancé, Danny, is the reason, she summons him in. Mrs. Bramson's niece Olivia takes a liking to Danny, and comes to believe that he may have been involved in the disappearance of a local woman.",2.839,1937-04-30,7.3,31.0,Night Must Fall,1937,original
en,Night of the Demons,"While conducting a seance during a Halloween party, high-school seniors unlock the demon that remains locked in the crematorium.",5.58,1988-10-14,6.221,272.0,Night of the Demons,1988,original
en,Night of the Living Dead,"A disparate group of individuals takes refuge in an abandoned house when corpses begin to leave the graveyard in search of fresh human bodies to devour. The pragmatic Ben does his best to control the situation, but when the murderous zombies surround the house, the other survivors begin to panic.",18.19,1968-10-04,7.626,2097.0,Night of the Living Dead,1968,original
en,A Nightmare on Elm Street,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",28.072,1984-11-09,7.323,4442.0,A Nightmare on Elm Street,1984,original
es,Nueve reinas,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"").",8.673,2000-08-31,7.762,595.0,Nine Queens,2000,original
de,"Nosferatu, eine Symphonie des Grauens","The mysterious Count Orlok summons Thomas Hutter to his remote Transylvanian castle in the mountains. The eerie Orlok seeks to buy a house near Hutter and his wife, Ellen. After Orlok reveals his vampire nature, Hutter struggles to escape the castle, knowing that Ellen is in grave danger",15.162,1922-02-16,7.723,1685.0,Nosferatu,1922,original
en,Not of This Earth,"An agent from a distant planet has been sent to earth to ship large quantities of blood to his world, where a plague is ravaging the populace.  He comes equipped with an interstellar matter transmitter, telepathic mind-control powers, and deathray-shooting eyes.  Because he is also affected by the blood disease, he gains control of the town's physician and has him place a nurse at his disposal, while he collects live humans for fresh blood; but gains the nurse's suspicions, along with those of her boyfriend - a town police officer.",3.675,1957-02-10,5.5,50.0,Not of This Earth,1957,original
es,Nueve reinas,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"").",8.673,2000-08-31,7.762,595.0,Nueve Reinas,2000,original
en,The Nutty Professor,"A timid, nearsighted chemistry teacher discovers a magical potion that can transform him into a suave and handsome Romeo. The Jekyll and Hyde game works well enough until the concoction starts to wear off at the most embarrassing times.",11.003,1963-06-04,6.624,356.0,The Nutty Professor,1963,original
te,నువ్వొస్తానంటే నేనొద్దంటానా,"Siri and Sriram fall in love with each other and plan to get married. However, his mother disapproves of their relationship.",5.147,2005-01-14,6.5,21.0,Nuvvostanante Nenoddantana,2005,original
en,Ocean's Eleven,Danny Ocean and his gang attempt to rob the five biggest casinos in Las Vegas in one night.,12.519,1960-08-10,6.436,281.0,Ocean's 11,1960,original
en,The Old Dark House,"Seeking shelter from a relentless rainstorm and landslides in a remote region of Wales, five travelers are admitted to a large foreboding old house that belongs to the extremely strange Femm family. Sepulchral Horace Femm and his obsessive, inhospitable sister Rebecca are the group's peculiar hosts. The house also holds surprises - and a brutish mute manservant named Morgan.",6.624,1932-10-19,6.829,210.0,The Old Dark House,1932,original
ko,올드보이,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.",34.345,2003-11-21,8.27,7469.0,Oldboy,2003,original
en,The Omen,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil.",17.219,1976-06-25,7.4,1726.0,The Omen,1976,original
en,On the Beach,"In 1964, atomic war wipes out humanity in the northern hemisphere; one American submarine finds temporary safe haven in Australia, where life-as-usual covers growing despair. In denial about the loss of his wife and children in the holocaust, American Captain Towers meets careworn but gorgeous Moira Davidson, who begins to fall for him. The sub returns after reconnaissance a month (or less) before the end; will Towers and Moira find comfort with each other?",10.036,1959-12-16,6.619,172.0,On the Beach,1959,original
en,One Hundred and One Dalmatians,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement. In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his master, Roger, into meeting Perdita's owner, Anita. The owners fall in love and marry, keeping Pongo and Perdita together too. After Perdita gives birth to a litter of 15 puppies, Anita's old school friend Cruella De Vil wants to buy them all. Roger declines her offer, so Cruella hires the criminal Badun brothers to steal them -- so she can have a fur coat.",30.248,1961-01-25,7.168,5655.0,One Hundred and One Dalmatians,1961,original
,,,,,,,The One Million Pound Note,1916,original
ja,着信アリ,"People mysteriously start receiving voicemail messages from their future selves, in the form of the sound of them reacting to their own violent deaths, along with the exact date and time of their future death, listed on the message log. The plot thickens as the surviving characters pursue the answers to this mystery which could save their lives.",9.733,2003-11-03,6.141,355.0,One Missed Call,2004,original
en,One Sunday Afternoon,"Middle-aged dentist Biff Grimes reminisces about his unrequited love for beautiful Virginia Brush and her husband Hugo, his ex-friend, who betrayed him.",1.066,1933-09-01,6.0,4.0,One Sunday Afternoon,1933,original
es,Abre los ojos,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",11.978,1997-12-19,7.471,876.0,Open Your Eyes,1997,original
fr,Oscar,"This film originated as a play in Paris. The story focuses on the one-day adventures of Bertrand Barnier played with a genius of French cinema, Louis de Funes. In the same morning he learns that his daughter is pregnant, an employee stole a large amount of money from his company, his maid is about to resign in order to marry a wealthy neighbor and his body builder is interested in marrying his daughter. The seemingly complicated story-line is full of comedy or errors and some of the most hilarious mime scenes of the French cinema.",5.339,1967-10-11,7.373,422.0,Oscar,1967,original
,,,,,,,La Otra,1945,original
en,The Out-of-Towners,"George & Gwen Kellerman make a trip to New York, where George is going to start a new job, it turns out to be a trip to hell.",7.697,1970-05-28,6.8,101.0,The Out-of-Towners,1970,original
en,Out of the Past,"Jeff Bailey seems to be a mundane gas station owner in remote Bridgeport, California. He is dating local girl Ann Miller and lives a quiet life. But Jeff has a secret past, and when a mysterious stranger arrives in town, Jeff is forced to return to the dark world he had tried to escape.",9.242,1947-11-25,7.642,482.0,Out of the Past,1947,original
en,Overboard,"Heiress Joanna Stayton hires carpenter Dean Proffitt to build a closet on her yacht—and refuses to pay him for the project when it's done. But after Joanna accidentally falls overboard and loses her memory, Dean sees an opportunity to get even.",20.651,1987-12-16,6.822,723.0,Overboard,1987,original
,,,,,,,Bazar e Husan,1988,original
en,The Paleface,"Bob Hope stars in this laugh-packed wild west spoof co-starring Jane Russell as a sexy Calamity Jane, Hope is a meek frontier dentist, ""Painless"" Peter Potter, who finds himself gunslinging alongside the fearless Calamity as she fights off outlaws and Indians.",4.516,1948-12-17,6.2,51.0,The Paleface,1948,original
en,Papillon,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",14.508,1973-12-13,7.847,1656.0,Papillon,1973,original
fr,Un éléphant ça trompe énormément,"On an otherwise normal day, Étienne, a happily married man and a good father, sees something that stops him dead in his tracks: a gorgeous woman in a billowing red dress. Long after she has left his vision, her memory continues to haunt his mind. He falls instantly in love with her and tries everything to get to know her better. Helping Étienne snare his elusive lady in red are his three bumbling buddies, which all have secret affairs and/or cheat on their wives.",5.741,1976-09-22,7.018,164.0,Pardon Mon Affaire,1976,original
en,The Parent Trap,"Two identical twin sisters, separated at birth by their parents' divorce, are reunited years later at a summer camp, where they scheme to bring their parents back together. The girls, one of whom has been living with their mother and the other with their father, switch places after camp and go to work on their plan, the first objective being to scare off a gold-digger pursuing their father.",17.102,1961-05-13,7.1,315.0,The Parent Trap,1961,original
se,Ofelas,"Around the year 1000 AD warlike people, the so-called ""tjuder"", roam in northern Scandinavia. As they brutally kill a family in a remote area, including the parents and their little daughter, the family's teenage son, Aigin, observes the slaughter. He manages to flee from these killers and reaches a camp with other Lapps whose inhabitants are worried if he has been able to hide his track. Afraid of the murderous people, they decide to flee to the coast. The boy stays alone to avenge his family's murder. Unfortunately, they get him before he can do anything and force him to lead them to the other Lapps. He guides them but has a plan to destroy the barbarous people before reaching the camp.",5.07,1987-09-01,7.183,60.0,Pathfinder,1987,original
fr,Pépé le Moko,"Pépé le Moko, one of France's most wanted criminals, hides out in the Casbah section of Algiers. He knows police will be waiting for him if he tries to leave the city. When Pépé meets Gaby, a gorgeous woman from Paris who is lost in the Casbah, he falls for her.",5.419,1937-01-28,7.233,116.0,Pépé le Moko,1937,original
fr,Le Père Noël est une ordure,"Félix, disguised as Father Christmas, hands out leaflets advertising a sexy Christmas party. His place is taken by an African Santa Claus and he returns to his caravan only to find his girlfriend Josette about to leave him. When he comes after her, she takes refuge at ""SOS Distress"", run by two neurotics, Thérèse and Pierre.",5.956,1982-08-25,7.377,843.0,Le Père Noël est une ordure,1982,original
en,Pete's Dragon,"Pete, a young orphan, runs away to a Maine fishing town with his best friend a lovable, sometimes invisible dragon named Elliott! When they are taken in by a kind lighthouse keeper, Nora, and her father, Elliott's prank playing lands them in big trouble. Then, when crooked salesmen try to capture Elliott for their own gain, Pete must attempt a daring rescue.",14.068,1977-11-03,6.36,602.0,Pete's Dragon,1977,original
en,Pet Sematary,"Dr. Louis Creed's family moves into the country house of their dreams and discover a pet cemetery at the back of their property. The cursed burial ground deep in the woods brings the dead back to life -- with ""minor"" problems. At first, only the family's cat makes the return trip, but an accident forces a heartbroken father to contemplate the unthinkable.",23.465,1989-04-21,6.594,1862.0,Pet Sematary,1989,original
sv,Körkarlen,"It's New Year's Eve. Three drunkards evoke a legend. The legend tells that the last person to die in a year, if he is a great sinner, will have to drive during the whole year the Phantom Chariot, that picks up the souls of the dead.",8.846,1921-01-01,7.837,262.0,The Phantom Carriage,1921,original
en,The Phantom of the Opera,"The deformed Phantom who haunts the Paris Opera House, causes murder and mayhem in an attempt to make the woman he loves a star.",10.779,1925-09-22,7.1,287.0,The Phantom of the Opera,1925,original
en,The Philadelphia Story,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",10.265,1940-12-05,7.664,731.0,The Philadelphia Story,1940,original
en,Pinocchio,"Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy, however, Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, Jiminy Cricket.",35.13,1940-02-23,7.1,5283.0,Pinocchio,1940,original
en,Piranha,"When flesh-eating piranhas are accidently released into a summer resort's rivers, the guests become their next meal.",18.532,1978-08-03,5.911,536.0,Piranha,1978,original
en,Planet of the Apes,"Astronaut Taylor crash lands on a distant planet ruled by apes who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.",30.446,1968-02-07,7.646,2948.0,Planet of the Apes,1968,original
en,The Plank,"A slapstick comedy about two workmen delivering planks to a building site. This is done with music and a sort of ""wordless dialogue"" which consists of a few mumbled sounds to convey the appropriate emotion.",4.137,1967-05-18,6.1,24.0,The Plank,1967,original
en,Point Blank,"After being double-crossed and left for dead, a mysterious man named Walker single-mindedly tries to retrieve the rather inconsequential sum of money that was stolen from him.",10.891,1967-08-30,7.025,315.0,Point Blank,1967,original
en,Point Break,"In Los Angeles, a gang of bank robbers who call themselves The Ex-Presidents commit their crimes while wearing masks of Reagan, Carter, Nixon and Johnson. Believing that the members of the gang could be surfers, the F.B.I. sends young agent Johnny Utah to the beach undercover to mix with the surfers and gather information.",28.388,1991-01-31,7.125,3080.0,Point Break,1991,original
en,Poltergeist,"Steve Freeling lives with his wife, Diane, and their three children, Dana, Robbie, and Carol Anne, in Southern California where he sells houses for the company that built the neighborhood. It starts with just a few odd occurrences, such as broken dishes and furniture moving around by itself. However, when he realizes that something truly evil haunts his home, Steve calls in a team of parapsychologists led by Dr. Lesh to help before it's too late.",21.533,1982-06-04,7.144,2591.0,Poltergeist,1982,original
ja,劇場版ポケットモンスター ミュウツーの逆襲,"Determined to prove its superiority, a bio-engineered Pokémon called Mewtwo lures Ash, Pikachu and others into a Pokemon match like none before.",23.729,1998-07-18,6.908,1284.0,Pokémon: The First Movie,1998,original
te,పోకిరి,"Pandu is a ruthless contract killer and Sruthi falls in love with him after a few meetings but hesitates to confess her love to him as he is a reckless criminal. Though a goon, Pandu also has certain rigid principles that leads to an enmity with Ali Bhai - the biggest mafia don in the town.",3.384,2006-04-27,7.1,38.0,Pokiri,2006,original
en,The Poseidon Adventure,"When their ocean liner capsizes, a group of passengers struggle to survive and escape.",16.683,1972-12-13,7.12,746.0,The Poseidon Adventure,1972,original
en,Prancer,"Jessica, the daughter of an impoverished apple farmer, still believes in Santa Claus. So when she comes across a reindeer with an injured leg, it makes perfect sense to her to assume that it is Prancer, who had fallen from a Christmas display in town. She hides the reindeer in her barn and feeds it cookies, until she can return it to Santa. Her father finds the reindeer an decides to sell it to the butcher, not for venison chops, but as an advertising display.",8.422,1989-11-17,6.0,78.0,Prancer,1989,original
,,,,,,,A Precocious Girl,1934,original
fr,Premier rendez-vous,"Micheline Chevassu is a young, naive woman living in an orphanage. Through classified ads, she has a date with an unknown man. She escapes from the orphanage to go to it, dreaming of the Prince Charming. But comes Nicolas Rougemont, an unattractive middle-aged man... He pretends not to be the author of the letters, who could not come...",0.613,1941-08-14,7.1,6.0,Premier rendez-vous,1941,original
en,Pretty Poison,A young man gets in over his head when he convinces a small-town girl he's a secret agent.,4.893,1968-07-18,6.85,70.0,Pretty Poison,1968,original
en,The Prisoner of Zenda,An Englishman who resembles the king of a small European nation gets mixed up in palace intrigue when his look-alike is kidnapped.,4.278,1937-09-03,7.6,38.0,The Prisoner of Zenda,1937,original
en,The Private War of Major Benson,"A Major noted for advancing with his mouth before thinking is given a choice: to be drummed out of the Army, or take command of and shape up the ROTC program at Sheridan Academy before it fails its next inspection. At Sheridan he encounters three hundred pre-teen cadets who range from rascally to adorable, and a female doctor who has just the right prescription for him.",1.684,1955-08-02,6.5,10.0,The Private War of Major Benson,1955,original
it,Profumo di donna,"An army cadet accompanies an irascible, blind captain on a week-long trip from Turin to Naples.",7.393,1974-12-20,7.54,211.0,Profumo di donna,1974,original
en,Prom Night,"At a high school senior prom, a masked killer stalks four teenagers who were responsible for the accidental death of a classmate six years prior.",19.783,1980-07-18,5.686,347.0,Prom Night,1980,original
en,Psycho,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",30.916,1960-06-22,8.445,8957.0,Psycho,1960,original
ja,回路,"In the immense city of Tokyo, the darkness of the afterlife lurks some of its inhabitants who are desperately trying to escape the sadness and isolation of the modern world.",9.453,2001-02-03,6.6,388.0,Pulse,2001,original
hi,Raja Hindustani,"This is a story of a handsome young taxi driver, Raja, who falls in love with a beautiful rich girl, Aarti. Despite her family's disapproval Aarti marries Raja and goes to live with him in his village. Aarti's stepmother, uncle and cousin weave a web of deception to split them apart. Will Aarti realize that her stepmother is deceiving her? Will Raja and Aarti ever get back together?",7.207,1996-11-15,6.45,50.0,Raja Hindustani,1996,original
en,Ransom!,A rich man (Glenn Ford) stuns his wife (Donna Reed) and town with a televised threat to his son's kidnapper.,2.841,1956-01-24,7.174,23.0,Ransom!,1956,original
ja,羅生門,"Brimming with action while incisively examining the nature of truth, ""Rashomon"" is perhaps the finest film ever to investigate the philosophy of justice. Through an ingenious use of camera and flashbacks, Kurosawa reveals the complexities of human nature as four people recount different versions of the story of a man's murder and the rape of his wife.",12.456,1950-08-26,8.133,1857.0,Rashomon,1950,original
en,Rear Window,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,19.784,1954-08-01,8.4,5690.0,Rear Window,1954,original
en,Total Recall,"Construction worker Douglas Quaid's obsession with the planet Mars leads him to visit Recall, a company who manufacture memories. Something goes wrong during his memory implant turning Doug's life upside down and even to question what is reality and what isn't.",27.902,1990-06-01,7.277,5083.0,REC,2007,original
en,Red Dawn,"It is the dawn of World War III. In mid-western America, a group of teenagers band together to defend their town—and their country—from invading Soviet forces.",17.737,1984-08-10,6.303,634.0,Red Dawn,1984,original
en,Red Dust,"Dennis, owner of a rubber plantation in Cochinchina, is involved with Vantine, who left Saigon to evade the police; but when his new surveyor, Gary, arrives along with his refined but sensual wife, Barbara, Dennis gets infatuated by her.",2.906,1932-10-22,7.192,52.0,Red Dust,1932,original
en,Rendezvous,A decoding expert tangles with enemy spies.,1.4,1935-10-25,5.417,6.0,Rendezvous,1935,original
ja,リング,"A mysterious video has been linked to a number of deaths, and when an inquisitive journalist finds the tape and views it herself, she sets in motion a chain of events that puts her own life in danger.",14.3,1998-01-30,7.049,1183.0,Ringu,1998,original
en,RoboCop,"In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters.",25.227,1987-07-17,7.288,4387.0,RoboCop,1987,original
en,The Rocky Horror Picture Show,"Sweethearts Brad and Janet, stuck with a flat tire during a storm, discover the eerie mansion of Dr. Frank-N-Furter, a transvestite scientist. As their innocence is lost, Brad and Janet meet a houseful of wild characters, including a rocking biker and a creepy butler. Through elaborate dances and rock songs, Frank-N-Furter unveils his latest creation: a muscular man named 'Rockv'.",12.229,1975-08-14,7.489,2492.0,The Rocky Horror Picture Show,1975,original
en,Rollerball,"In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game.",8.556,1975-06-25,6.277,421.0,Rollerball,1975,original
en,Roman Holiday,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.",20.98,1953-08-26,7.89,1745.0,Roman Holiday,1953,original
en,The Roman Spring of Mrs. Stone,"Critics and the public say Karen Stone is too old -- as she approaches 50 -- for her role in a play she is about to take to Broadway. Her businessman husband, 20 years her senior, has been the angel for the play and gives her a way out: They are off to a holiday in Rome for his health. He suffers a fatal heart attack on the plane. Mrs. Stone stays in Rome. She leases a magnificent apartment with a view of the seven hills from the terrace. Then the contessa comes calling to introduce a young man named Paola to her. The contessa knows many presentable young men and lonely American widows.",4.364,1961-12-28,6.8,27.0,The Roman Spring of Mrs. Stone,1961,original
en,Rome Express,The theft of a famous painting leads to murder and many suspects on a plush train speeding from Paris to Rome.,1.766,1932-10-31,6.132,19.0,Rome Express,1932,original
en,The Room,"Johnny is a successful banker with great respect for and dedication to the people in his life, especially his future wife Lisa. The happy-go-lucky guy sees his world being torn apart when his friends begin to betray him one-by-one.",9.561,2003-06-27,4.023,1235.0,The Room,2003,original
en,Ruggles of Red Gap,"In this comedy of an Englishman stranded in a sea of barbaric Americans, Marmaduke Ruggles, a gentleman's gentleman and butler to an Earl is lost in a poker game to an uncouth American cattle baron. Ruggles's life is turned upside down as he's taken to the USA, is gradually assimilated into American life, accidently becomes a local celebrity, and falls in love along the way.",3.649,1935-03-08,7.105,57.0,Ruggles of Red Gap,1935,original
en,Chicken Run,"The creators of Wallace & Gromit bring you an exciting and original story about a group of chickens determined to fly the coop–even if they can’t fly! It’s hardly poultry in motion when Rocky attempts to teach Ginger and her feathered friends to fly…but, with teamwork, determination and a little bit o’ cluck, the fearless flock plots one last attempt in a spectacular bid for freedom.",31.59,2000-06-23,6.7,4357.0,Run,2002,original
